location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,rent_price,type,house_type
"201 Normanby Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434170603,"2205/201 Normanby Road, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/b86ec5ce927d39b19087f19576bad03dc1bfba97d28260404902692383855d01/image.jpg,-37.8254884,144.9566638,"(144.9566638, -37.8254884)",685 ,rent,Apartment
"368 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-432583082,"3303/368 St Kilda Road, Melbourne, Vic 3004",3,2,2,0,https://i2.au.reastatic.net/{size}/cbbec0d8dd5cf417edfaeb5d12543e29dd64308a5b9bf4527f36c104fc8cc0d7/image.jpg,-37.8318448,144.9702527,"(144.9702527483704, -37.8318448)",1700 ,rent,Apartment
"44 Murphy Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-435355415,"2/44 Murphy Street, South Yarra, Vic 3141",4,3,2,0,https://i2.au.reastatic.net/{size}/f37a7f58c366e40239662b24d7b79ca0120e0df79220ab90784ea9ff01933b6b/image.jpg,-37.8380908,144.9903306,"(144.9903306, -37.8380908)",1650 ,rent,Townhouse
"29 Gipps Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435355755,"2A/29 Gipps Street, Richmond, Vic 3121",1,1,0,0,https://i2.au.reastatic.net/{size}/8980701d5d912c9dd3c8e150f8d577cf3d604aa7a893e58bf1c34ba32afb9a1e/image.jpg,-37.8233941,144.994292,"(144.994292, -37.8233941)",450 ,rent,Apartment
"5 Lorna Avenue, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-435355459,"2/5 Lorna Avenue, Northcote, Vic 3070",3,3,1,0,https://i2.au.reastatic.net/{size}/ccf8776350f9b14668f20888d4a470598432f0540569f0dfb2bdaf3e4b9b3976/image.jpg,-37.7709356,145.0128517,"(145.0128517, -37.7709356)",620 ,rent,Apartment
"38 Inkerman Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435355387,"203/38 Inkerman Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/a984cb2c3ef875bfb649c8726aee0bbadfc0b5bac021b4e79adb918ddb2f66e7/image.jpg,-37.8642113,144.9826996,"(144.9826996, -37.8642113)",460 ,rent,Apartment
"2 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435166267,"708/2 Claremont Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/321b9e7af43a1cbf2d5ceb967b105fd89fab908c7a02606e8013fb46cbd4a91d/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",600 ,rent,Apartment
"160-170 Victoria Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435355323,"2917/160-170 Victoria Street, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/be92fab37d57cc2a167042c7c4fedc499ff25f73e75e85bbb8acd61ddc47a118/image.jpg,-37.8070938,144.9674392,"(144.9674392, -37.8070938)",600 ,rent,Apartment
"167 Gladstone Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435266299,"201/167 Gladstone Street, South Melbourne, Vic 3205",2,2,0,1,https://i2.au.reastatic.net/{size}/6c717fec043e1b9717cd6441e72cf8b6119ddbff432dd94a696e153c41ae3d2b/image.jpg,-37.8302002,144.9495353,"(144.9495353, -37.8302002)",550 ,rent,Apartment
"61 Miller Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-house-vic-west+melbourne-431968918,"61 Miller Street, West Melbourne, Vic 3003",2,1,0,0,https://i2.au.reastatic.net/{size}/7642cb310881e8ce8492afab425477f35fac79b4cab1d7ff9d92ae576b6a30e0/image.jpg,-37.8058538,144.9457154,"(144.9457154, -37.8058538)",540 ,rent,House
"138 Spencer Street, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435354863,"4204/138 Spencer Street, Melbourne, Vic 3004",2,1,0,0,https://i2.au.reastatic.net/{size}/3597b74c9c56e092b6db85b153b567155d23be06b0bbf186cee10dc2955e9b78/image.jpg,-37.8210468,144.9551657,"(144.9551657, -37.8210468)",710 ,rent,Apartment
"45 Clarke Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435354367,"1101/45 Clarke Street, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/abf241fab51d2d7b1bc18986e24f0d4799d1fc972ef58ca3f683676a3c4c973c/image.jpg,-37.8261037,144.9588015,"(144.9588015, -37.8261037)",575 ,rent,Apartment
"174 Toorak Road West, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435265343,"16/174 Toorak Road West, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/5e0240c84d28a93e5c45d9951038377c39fa2d671a0aeeb1f0b970bca7afd951/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",350 ,rent,Apartment
"628 Flinders Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435265219,"808/628 Flinders Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/22120a59f70dae385a330f55f0ac02e82088384064ff46bdb3527649aa6b74df/image.jpg,-37.8218082,144.9518861,"(144.9518861, -37.8218082)",460 ,rent,Apartment
"570 Lygon Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435354047,"5418/570 Lygon Street, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/6bbce1f45ea9f48ff2645aac2a5717e9a51f785b64893bfe912c31c8e9137ca3/image.jpg,-37.8035818,144.9663715,"(144.9663715, -37.8035818)",320 ,rent,Apartment
"88 Cambridge Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-435164835,"105/88 Cambridge Street, Collingwood, Vic 3066",1,1,1,0,https://i2.au.reastatic.net/{size}/fb66030728a2a1d3665bd032c8f0223693f52e39dd26a8819047884fcb6c50fc/image.jpg,-37.8052864,144.9854042,"(144.9854042, -37.8052864)",500 ,rent,Apartment
"6 Barak Street, Parkville, Vic 3052",https://www.realestate.com.au/property-house-vic-parkville-435353895,"6 Barak Street, Parkville, Vic 3052",5,3,4,0,https://i2.au.reastatic.net/{size}/0ada8715b235f6dec02111d91bde90182eeaa05f848f6e9ca4869c870f519eaf/image.jpg,-37.7774925,144.9413629,"(144.9413629, -37.7774925)",1100 ,rent,House
"160 Victoria Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435353835,"812/160 Victoria Street, Carlton, Vic 3053",2,2,0,0,https://i2.au.reastatic.net/{size}/d57159635fa47a6d67f799837e0abc0ba751acdd305861005a09fabc86f0cb35/image.jpg,-37.8070938,144.9674392,"(144.9674392, -37.8070938)",680 ,rent,Apartment
"245 York Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435164319,"245 York Street, South Melbourne, Vic 3205",2,1,0,0,https://i2.au.reastatic.net/{size}/867a06c30fcf924d56b702a61a8435421ac470e1bfefdf9dcba04bf3d64c9f7a/image.jpg,-37.8328641,144.9530435,"(144.95304348814682, -37.8328641)",585 ,rent,House
"4 Smith Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435352943,"12/4 Smith Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/ed592bb12a858282b72b5fc41c73d73fac0bcfd5611bb19ffe9cb952e881822c/image.jpg,-37.8124809,144.9939858,"(144.9939858, -37.8124809)",375 ,rent,Apartment
"744 Brunswick Street North, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-435264635,"6/744 Brunswick Street North, Fitzroy North, Vic 3068",1,1,1,0,https://i2.au.reastatic.net/{size}/f3b66970c43a2d230c3c760a75cf70f99015f3e4adffdecfe47f0b08d15a3e8b/image.jpg,-37.78439973,144.9813529,"(144.981352925, -37.784399725)",370 ,rent,Apartment
"387 Docklands Drive, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-432735250,"506/387 Docklands Drive, Docklands, Vic 3008",2,2,1,0,https://i2.au.reastatic.net/{size}/bd704f7484bf0edb34838d2952509cf055f3ca7a7da369ccd1c740ce2fd29739/image.jpg,-37.8140216,144.9396254,"(144.9396254, -37.8140216)",750 ,rent,Apartment
"445 Royal Parade, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-435352883,"108/445 Royal Parade, Parkville, Vic 3052",1,1,1,0,https://i2.au.reastatic.net/{size}/882c10be2539f1a1d92512d0512bffbfdf32de54ec5ced6d47d29953fd24eff9/image.jpg,-37.78251765,144.9588769,"(144.95887687972723, -37.78251765)",360 ,rent,Apartment
"73 Rose Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-other-vic-fitzroy-435352695,"4/73 Rose Street, Fitzroy, Vic 3065",2,1,2,0,https://i2.au.reastatic.net/{size}/5546d57cbe0d5962052389f6994ae68418f5feb7c6bdc93fb3102e85c7d7512e/image.jpg,-37.7957643,144.9776978,"(144.9776978, -37.7957643)",625 ,rent,Other
"2 Rae Court, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435352631,"8/2 Rae Court, Windsor, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/8449ae6b981cb93f61347765e72a4629dae390ebf163d362b35c0a66eca387b7/image.jpg,-37.8567099,145.0017792,"(145.0017792, -37.8567099)",545 ,rent,Apartment
"53 Woodside Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435264031,"53 Woodside Street, Fitzroy North, Vic 3068",1,1,2,0,https://i2.au.reastatic.net/{size}/a96bcbfcecbd382ccf1b3c8d4adbd88ddf09edab16097e1b60f686f29bbfaecb/image.jpg,-37.7851933,144.9886115,"(144.9886115, -37.7851933)",780 ,rent,House
"60 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435352331,"3803/60 Kavanagh Street, Southbank, Vic 3006",1,1,0,1,https://i2.au.reastatic.net/{size}/48156b9fa09356e4dde678f4d516610eac885ad631c77854176ff207e27d4e29/image.jpg,-37.8230438,144.9652507,"(144.9652507, -37.8230438)",500 ,rent,Apartment
"649 Chapel Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435263771,"504/649 Chapel Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/540476af3770fe5bc46e8bd44fc05b2230123eda850d7147158ada8143bf8efd/image.jpg,-37.835803,144.9963495,"(144.9963495, -37.835803)",650 ,rent,Apartment
"9 Power Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435352151,"1112/9 Power Street, Southbank, Vic 3006",2,1,0,0,https://i2.au.reastatic.net/{size}/25ea708f3ec09557a60b4c83233a3ba0e5d8483e05c8e62e8b513e5ccef1cc46/image.jpg,-37.8252667,144.9646411,"(144.9646411, -37.8252667)",530 ,rent,Apartment
"20 Miller Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-434874543,"20 Miller Street, Fitzroy North, Vic 3068",3,1,0,0,https://i2.au.reastatic.net/{size}/3d1ac5f2650a3ef4da97a65a2068ff8a14ef5dc2a54024d7f2f93382c63da6e3/image.jpg,-37.7765472,144.9798909,"(144.97989085, -37.776547199999996)",750 ,rent,House
"50 Albert Road, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-435351871,"2205/50 Albert Road, South Melbourne, Vic 3205",2,2,2,0,https://i2.au.reastatic.net/{size}/b96bc32fde52cf0800955209e313c14b56726bc90a3d89325eef698f27fcf82a/image.jpg,-37.8341251,144.9713427,"(144.9713427, -37.8341251)",710 ,rent,Apartment
"37 -39 Park Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435263215,"907/37 -39 Park Street, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/b2b5d0700dc0787e70c8716de6de0431d9a5b9ccf12e5456e8673034aed0cff5/image.jpg,-37.8343253,144.9645107,"(144.9645107, -37.8343253)",620 ,rent,House
"393 Spencer Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435263079,"508/393 Spencer Street, West Melbourne, Vic 3003",1,1,1,0,https://i2.au.reastatic.net/{size}/507ffa4f6709ca47ed7339e13b6a2fd0597b308235b9b906da62a04332fd5bee/image.jpg,-37.8076239,144.9476794,"(144.9476794, -37.8076239)",480 ,rent,Apartment
"11 Flockhart St, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-432845198,"E215/11 Flockhart St, Abbotsford, Vic 3067",2,1,0,0,https://i2.au.reastatic.net/{size}/db371c771a38d0f51e7d322a7bafb57724f048de705479d379fd04840ebf7a14/image.jpg,-37.809259,145.0074045,"(145.0074045, -37.809259)",400 ,rent,Apartment
"386-390 Spencer St, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435351519,"1106/386-390 Spencer St, West Melbourne, Vic 3003",1,1,0,0,https://i2.au.reastatic.net/{size}/291cfcb6f0812e3777168c2636eeb21c4719c574ae35b9eb3e1b6598c639509e/image.jpg,-37.8076239,144.9476794,"(144.9476794, -37.8076239)",400 ,rent,Apartment
"10 Ross Street, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-435162247,"10 Ross Street, Northcote, Vic 3070",2,1,0,0,https://i2.au.reastatic.net/{size}/ce65229d0e4f90f416783806efb71c4bd88e03ca5ce0f8fca25cd6fc89a238ae/image.jpg,-37.7824292,144.9992223,"(144.9992223, -37.7824292)",560 ,rent,House
"15 Caravel Lane, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435351423,"1410/15 Caravel Lane, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/f3c7d0b5781edc9973ce6c3b5eaaba96790f0616495158c7135a77d73e76541e/image.jpg,-37.8144165,144.9406565,"(144.9406565, -37.8144165)",495 ,rent,Apartment
"14a Chapel Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435351223,"9/14a Chapel Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/6bbc1fe8daed3ca2977d50c064860852cff1c23b7ec635312d780293d755187e/image.jpg,-37.8675631,144.9905019,"(144.9905019, -37.8675631)",480 ,rent,Apartment
"33 Davison Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435351135,"4/33 Davison Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/6ee135321fe87f30d4296e89b12617deecaccad4195280a308810ee06efafc3d/image.jpg,-37.81532,145.0075602,"(145.0075602, -37.81532)",290 ,rent,Apartment
"110 Caroline Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435161895,"10/110 Caroline Street, South Yarra, Vic 3141",2,1,0,0,https://i2.au.reastatic.net/{size}/d7b191a2433da829012094147fcb9e6d6c729f642bf115b659fe2fb28672a116/image.jpg,-37.834955,144.9888301,"(144.9888301, -37.834955)",475 ,rent,Apartment
"201 Normanby Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434019555,"201 Normanby Road, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/97b89a1a95d0fd6e19724384e832fd88c64eb0f6d32b3bbf0a980b0da7937b63/image.jpg,-37.8254884,144.9566638,"(144.9566638, -37.8254884)",700 ,rent,Apartment
"7 College Place, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-435161591,"7 College Place, Albert Park, Vic 3206",2,1,0,0,https://i2.au.reastatic.net/{size}/68a58e8dfe9b4ae2cebf07bc3cc1ae2b71df0eedc897d42609cfb11d53ef5442/image.jpg,-37.8443297,144.955642,"(144.955642, -37.8443297)",700 ,rent,House
"38 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435350727,"4/38 Fitzroy Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/712faccabb19a8bd9ebec77efaca8c8830fdf85123468dbfdcf6e4ec60cb7695/image.jpg,-37.8603128,144.9759072,"(144.9759072, -37.8603128)",400 ,rent,Apartment
"883 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-427193790,"1410S/883 Collins Street, Docklands, Vic 3008",2,2,1,0,https://i2.au.reastatic.net/{size}/6c9da306aeb038b9ecb041e4313a028d75c2558d9cddf1d2ea993ca0858b690a/image.jpg,-37.8211886,144.943805,"(144.943805, -37.8211886)",650 ,rent,Apartment
"71 Inkerman St, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435350479,"102/71 Inkerman St, St Kilda, Vic 3182",2,2,1,0,https://i2.au.reastatic.net/{size}/ebc648831e17ee12c30c8bc10c22a37e0bd063aa479bb61660b9bca31c39a30c/image.jpg,-37.8645292,144.9845398,"(144.9845398, -37.8645292)",560 ,rent,Apartment
"60 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435350431,"4204/60 Kavanagh Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/91560665a7621037f701a1e35f5142b0fcf9e52d8648e0ba581eda741c487a11/image.jpg,-37.8230438,144.9652507,"(144.9652507, -37.8230438)",660 ,rent,Apartment
"2-4 Shipley Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-435350423,"8/2-4 Shipley Street, South Yarra, Vic 3141",2,2,2,0,https://i2.au.reastatic.net/{size}/371b45e8fe27604a880e48f20257cb064e6c293c5bfe7d73d7b569230bccd642/image.jpg,-37.8361807,144.98803,"(144.98803, -37.8361807)",800 ,rent,Townhouse
"1 Hyland Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-townhouse-vic-south+yarra-435350419,"1 Hyland Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/9ea4ecc669153c98841c334e9113f6c943578ea0d66474b850fa42ee7bd38b1f/image.jpg,-37.8457168,144.9882778,"(144.9882778, -37.8457168)",700 ,rent,Townhouse
"628 Flinders Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435350315,"5P3/628 Flinders Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/4cd0e88b8d4313d9bd3da4c417be96602fae87d34852eb64a155f74d89491eee/image.jpg,-37.8218082,144.9518861,"(144.9518861, -37.8218082)",460 ,rent,Apartment
"118 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435350059,"911/118 Kavanagh Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/444b11194e2063bf8811916396300bdff8f69df504483ba5f038fbc9e914176b/image.jpg,-37.8254696,144.9620891,"(144.9620891019552, -37.825469600000005)",440 ,rent,Apartment
"118 Dudley Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435350051,"215/118 Dudley Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/4b2ae2d4088a4700559190a62eadc0a815ed668117b2a6b5c3ac7c5a79135753/image.jpg,-37.811003,144.9478727,"(144.9478727, -37.811003)",520 ,rent,Apartment
"7 Jika Place, Richmond, Vic 3121",https://www.realestate.com.au/property-townhouse-vic-richmond-435261583,"2/7 Jika Place, Richmond, Vic 3121",2,1,1,0,https://i2.au.reastatic.net/{size}/b17a0fe3bb417080096df7f38ffb966a95f73f1f98634572705f2d3d41c3b333/image.jpg,-37.8148442,144.9906465,"(144.9906465, -37.8148442)",540 ,rent,Townhouse
"19 Canterbury Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-435261519,"19 Canterbury Street, Richmond, Vic 3121",3,2,1,0,https://i2.au.reastatic.net/{size}/40b2ee8defef7a286e85a4536d2f0c0dee4c21cd8845c6bf19dca838800e754a/image.jpg,-37.8232504,145.0068485,"(145.0068485, -37.8232504)",675 ,rent,House
"25 Aberdeen Grove, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-435349567,"25 Aberdeen Grove, Northcote, Vic 3070",3,1,3,1,https://i2.au.reastatic.net/{size}/d767a66654698197feb4a8bb5fa2fd852ab62378eb1659be5f29ad613e1f9b2c/image.jpg,-37.7743699,144.9925536,"(144.9925536, -37.7743699)",820 ,rent,House
"16 Cobden Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-435261395,"104/16 Cobden Street, North Melbourne, Vic 3051",2,1,1,0,https://i2.au.reastatic.net/{size}/2b47ebceee77e3c621519014b8780ec63d7884212ffb7895351f327be8497990/image.jpg,-37.8660498,145.0158158,"(145.0158158, -37.8660498)",525 ,rent,Apartment
"2a Lorna Avenue, Northcote, Vic 3070",https://www.realestate.com.au/property-townhouse-vic-northcote-435349311,"4/2a Lorna Avenue, Northcote, Vic 3070",2,2,1,0,https://i2.au.reastatic.net/{size}/65f823f846a9aebd031d689e63179bfbe2f78c45fb568d181fc52831eff91d05/image.jpg,-37.7709356,145.0128517,"(145.0128517, -37.7709356)",560 ,rent,Townhouse
"105 Batman Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-435349195,"709/105 Batman Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/2f289ecead8381741212bf9b8dc59e49fbf7bf2acddf8d832ddfb87e4deaf98d/image.jpg,-37.8112681,144.9494013,"(144.9494013, -37.8112681)",520 ,rent,Apartment
"17 Mater Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-house-vic-collingwood-435261219,"17 Mater Street, Collingwood, Vic 3066",2,1,1,0,https://i2.au.reastatic.net/{size}/7b6a828e7d72b5ae8dfb21656f926cef87f2ce84677ca2c57676095540c0e2b0/image.jpg,-37.7956474,144.9879252,"(144.9879252, -37.7956474)",625 ,rent,House
"352 Victoria Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-435348999,"5/352 Victoria Street, North Melbourne, Vic 3051",1,1,0,0,https://i2.au.reastatic.net/{size}/ff98c523dc60285ef65bf68d7cd381e9bc98ea8f5fbfdf6db1c7618f9c8670a6/image.jpg,-37.8051084,144.949423,"(144.949423, -37.8051084)",345 ,rent,Apartment
"245 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435348531,"2102/245 City Road, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/9807c796d0d700e23be2a548a76521e6abfa70a0188f693436079a5367dd0253/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",625 ,rent,Apartment
